Geography,Geography Code,All usual residents,Access census area explorer
Benbradagh_A6,N20001452,572,Benbradagh_A6 DZ profile
Benbradagh_A7,N20001453,472,Benbradagh_A7 DZ profile
Benbradagh_C1,N20001454,526,Benbradagh_C1 DZ profile
Benbradagh_C2,N20001455,334,Benbradagh_C2 DZ profile
Benbradagh_C3,N20001456,605,Benbradagh_C3 DZ profile
Benbradagh_B2,N20001457,479,Benbradagh_B2 DZ profile
Benbradagh_D1,N20001458,514,Benbradagh_D1 DZ profile
Benbradagh_B3,N20001459,872,Benbradagh_B3 DZ profile
Benbradagh_D2,N20001460,390,Benbradagh_D2 DZ profile
Benbradagh_D3,N20001461,534,Benbradagh_D3 DZ profile
Benbradagh_D4,N20001462,640,Benbradagh_D4 DZ profile
Benbradagh_D5,N20001463,322,Benbradagh_D5 DZ profile
Benbradagh_E1,N20001464,497,Benbradagh_E1 DZ profile
Benbradagh_D6,N20001465,575,Benbradagh_D6 DZ profile
Benbradagh_G1,N20001466,801,Benbradagh_G1 DZ profile
Benbradagh_E2,N20001467,315,Benbradagh_E2 DZ profile
Benbradagh_E3,N20001468,688,Benbradagh_E3 DZ profile
Benbradagh_F1,N20001469,673,Benbradagh_F1 DZ profile
Benbradagh_F2,N20001470,333,Benbradagh_F2 DZ profile
Benbradagh_F3,N20001471,358,Benbradagh_F3 DZ profile
Benbradagh_E4,N20001472,455,Benbradagh_E4 DZ profile
Benbradagh_F4,N20001473,644,Benbradagh_F4 DZ profile
Benbradagh_F5,N20001474,325,Benbradagh_F5 DZ profile
Benbradagh_F6,N20001475,521,Benbradagh_F6 DZ profile
Benbradagh_F7,N20001476,492,Benbradagh_F7 DZ profile
Benbradagh_E5,N20001477,651,Benbradagh_E5 DZ profile
Benbradagh_G2,N20001478,626,Benbradagh_G2 DZ profile
Benbradagh_E6,N20001479,702,Benbradagh_E6 DZ profile
Benbradagh_G3,N20001480,440,Benbradagh_G3 DZ profile
Limavady_A1,N20001481,"1,020",Limavady_A1 DZ profile
Limavady_A2,N20001482,714,Limavady_A2 DZ profile
Limavady_A3,N20001483,393,Limavady_A3 DZ profile
Limavady_A4,N20001484,733,Limavady_A4 DZ profile
Limavady_F1,N20001485,460,Limavady_F1 DZ profile
Limavady_B1,N20001486,417,Limavady_B1 DZ profile
Limavady_C1,N20001487,395,Limavady_C1 DZ profile
Limavady_B2,N20001488,190,Limavady_B2 DZ profile
Limavady_C2,N20001489,671,Limavady_C2 DZ profile
Limavady_B3,N20001490,354,Limavady_B3 DZ profile
Limavady_D1,N20001491,673,Limavady_D1 DZ profile
Limavady_D2,N20001492,418,Limavady_D2 DZ profile
Limavady_B4,N20001493,267,Limavady_B4 DZ profile
Limavady_C3,N20001494,451,Limavady_C3 DZ profile
Limavady_E1,N20001495,273,Limavady_E1 DZ profile
Limavady_E2,N20001496,260,Limavady_E2 DZ profile
Limavady_D3,N20001497,556,Limavady_D3 DZ profile
Limavady_E3,N20001498,473,Limavady_E3 DZ profile
Limavady_C4,N20001499,307,Limavady_C4 DZ profile
Limavady_E4,N20001500,221,Limavady_E4 DZ profile
Limavady_D4,N20001501,697,Limavady_D4 DZ profile
Limavady_C5,N20001502,444,Limavady_C5 DZ profile
Limavady_D5,N20001503,424,Limavady_D5 DZ profile
Limavady_E5,N20001504,557,Limavady_E5 DZ profile
Limavady_G1,N20001505,558,Limavady_G1 DZ profile
Limavady_D6,N20001506,465,Limavady_D6 DZ profile
Limavady_E6,N20001507,513,Limavady_E6 DZ profile
Limavady_G2,N20001508,730,Limavady_G2 DZ profile
Limavady_E7,N20001509,442,Limavady_E7 DZ profile
Limavady_G3,N20001510,520,Limavady_G3 DZ profile
Limavady_F2,N20001511,626,Limavady_F2 DZ profile
Limavady_F3,N20001512,456,Limavady_F3 DZ profile
Limavady_F4,N20001513,553,Limavady_F4 DZ profile
Bann_A1,N20001514,719,Bann_A1 DZ profile
Bann_A2,N20001515,436,Bann_A2 DZ profile
Bann_B1,N20001516,635,Bann_B1 DZ profile
Bann_B2,N20001517,337,Bann_B2 DZ profile
Bann_B3,N20001518,858,Bann_B3 DZ profile
Bann_B4,N20001519,303,Bann_B4 DZ profile
Bann_B5,N20001520,650,Bann_B5 DZ profile
Bann_C1,N20001521,541,Bann_C1 DZ profile
Bann_C2,N20001522,349,Bann_C2 DZ profile
Bann_C3,N20001523,424,Bann_C3 DZ profile
Bann_C4,N20001524,517,Bann_C4 DZ profile
Bann_C5,N20001525,571,Bann_C5 DZ profile
Bann_D1,N20001526,471,Bann_D1 DZ profile
Bann_D2,N20001527,661,Bann_D2 DZ profile
Bann_D3,N20001528,664,Bann_D3 DZ profile
Bann_D4,N20001529,407,Bann_D4 DZ profile
Bann_E1,N20001530,748,Bann_E1 DZ profile
Bann_D5,N20001531,313,Bann_D5 DZ profile
Bann_D6,N20001532,592,Bann_D6 DZ profile
Bann_E2,N20001533,381,Bann_E2 DZ profile
Bann_D7,N20001534,421,Bann_D7 DZ profile
Bann_F1,N20001535,289,Bann_F1 DZ profile
Bann_F2,N20001536,379,Bann_F2 DZ profile
Bann_F3,N20001537,584,Bann_F3 DZ profile
Bann_G1,N20001538,553,Bann_G1 DZ profile
Bann_E3,N20001539,734,Bann_E3 DZ profile
Bann_H1,N20001540,537,Bann_H1 DZ profile
Bann_H2,N20001541,447,Bann_H2 DZ profile
Bann_G2,N20001542,882,Bann_G2 DZ profile
Bann_H3,N20001543,710,Bann_H3 DZ profile
Bann_G3,N20001544,592,Bann_G3 DZ profile
Bann_G4,N20001545,493,Bann_G4 DZ profile
Bann_G5,N20001546,337,Bann_G5 DZ profile
Coleraine_A1,N20001547,774,Coleraine_A1 DZ profile
Coleraine_B1,N20001548,724,Coleraine_B1 DZ profile
Coleraine_B2,N20001549,461,Coleraine_B2 DZ profile
Coleraine_A2,N20001550,473,Coleraine_A2 DZ profile
Coleraine_A3,N20001551,336,Coleraine_A3 DZ profile
Coleraine_C1,N20001552,447,Coleraine_C1 DZ profile
Coleraine_A4,N20001553,761,Coleraine_A4 DZ profile
Coleraine_A5,N20001554,483,Coleraine_A5 DZ profile
Coleraine_B3,N20001555,496,Coleraine_B3 DZ profile
Coleraine_C2,N20001556,297,Coleraine_C2 DZ profile
Coleraine_C3,N20001557,618,Coleraine_C3 DZ profile
Coleraine_B4,N20001558,541,Coleraine_B4 DZ profile
Coleraine_C4,N20001559,431,Coleraine_C4 DZ profile
Coleraine_B5,N20001560,508,Coleraine_B5 DZ profile
Coleraine_E1,N20001561,478,Coleraine_E1 DZ profile
Coleraine_D1,N20001562,358,Coleraine_D1 DZ profile
Coleraine_C5,N20001563,519,Coleraine_C5 DZ profile
Coleraine_E2,N20001564,411,Coleraine_E2 DZ profile
Coleraine_E3,N20001565,439,Coleraine_E3 DZ profile
Coleraine_C6,N20001566,312,Coleraine_C6 DZ profile
Coleraine_D2,N20001567,464,Coleraine_D2 DZ profile
Coleraine_F1,N20001568,459,Coleraine_F1 DZ profile
Coleraine_F2,N20001569,375,Coleraine_F2 DZ profile
Coleraine_D3,N20001570,466,Coleraine_D3 DZ profile
Coleraine_G1,N20001571,185,Coleraine_G1 DZ profile
Coleraine_E4,N20001572,549,Coleraine_E4 DZ profile
Coleraine_F3,N20001573,512,Coleraine_F3 DZ profile
Coleraine_G2,N20001574,607,Coleraine_G2 DZ profile
Coleraine_G3,N20001575,435,Coleraine_G3 DZ profile
Coleraine_G4,N20001576,401,Coleraine_G4 DZ profile
Coleraine_H1,N20001577,276,Coleraine_H1 DZ profile
Coleraine_G5,N20001578,299,Coleraine_G5 DZ profile
Coleraine_G6,N20001579,261,Coleraine_G6 DZ profile
Coleraine_F4,N20001580,545,Coleraine_F4 DZ profile
Coleraine_F5,N20001581,457,Coleraine_F5 DZ profile
Coleraine_H2,N20001582,470,Coleraine_H2 DZ profile
Coleraine_J1,N20001583,452,Coleraine_J1 DZ profile
Coleraine_J2,N20001584,367,Coleraine_J2 DZ profile
Coleraine_K1,N20001585,528,Coleraine_K1 DZ profile
Coleraine_H3,N20001586,435,Coleraine_H3 DZ profile
Coleraine_K2,N20001587,709,Coleraine_K2 DZ profile
Coleraine_J3,N20001588,377,Coleraine_J3 DZ profile
Coleraine_J4,N20001589,629,Coleraine_J4 DZ profile
Coleraine_H4,N20001590,473,Coleraine_H4 DZ profile
Coleraine_H5,N20001591,596,Coleraine_H5 DZ profile
Coleraine_J5,N20001592,422,Coleraine_J5 DZ profile
Coleraine_J6,N20001593,546,Coleraine_J6 DZ profile
Coleraine_H6,N20001594,527,Coleraine_H6 DZ profile
Coleraine_K3,N20001595,324,Coleraine_K3 DZ profile
Coleraine_K4,N20001596,608,Coleraine_K4 DZ profile
Causeway_A1,N20001597,715,Causeway_A1 DZ profile
Causeway_A2,N20001598,325,Causeway_A2 DZ profile
Causeway_B1,N20001599,373,Causeway_B1 DZ profile
Causeway_C1,N20001600,303,Causeway_C1 DZ profile
Causeway_C2,N20001601,356,Causeway_C2 DZ profile
Causeway_J1,N20001602,353,Causeway_J1 DZ profile
Causeway_B2,N20001603,373,Causeway_B2 DZ profile
Causeway_B3,N20001604,539,Causeway_B3 DZ profile
Causeway_C3,N20001605,339,Causeway_C3 DZ profile
Causeway_C4,N20001606,249,Causeway_C4 DZ profile
Causeway_D1,N20001607,447,Causeway_D1 DZ profile
Causeway_D2,N20001608,318,Causeway_D2 DZ profile
Causeway_E1,N20001609,338,Causeway_E1 DZ profile
Causeway_D3,N20001610,535,Causeway_D3 DZ profile
Causeway_E2,N20001611,529,Causeway_E2 DZ profile
Causeway_D4,N20001612,482,Causeway_D4 DZ profile
Causeway_E3,N20001613,565,Causeway_E3 DZ profile
Causeway_E4,N20001614,487,Causeway_E4 DZ profile
Causeway_E5,N20001615,666,Causeway_E5 DZ profile
Causeway_F1,N20001616,560,Causeway_F1 DZ profile
Causeway_J2,N20001617,493,Causeway_J2 DZ profile
Causeway_E6,N20001618,496,Causeway_E6 DZ profile
Causeway_A3,N20001619,388,Causeway_A3 DZ profile
Causeway_F2,N20001620,363,Causeway_F2 DZ profile
Causeway_G1,N20001621,470,Causeway_G1 DZ profile
Causeway_G2,N20001622,435,Causeway_G2 DZ profile
Causeway_F3,N20001623,473,Causeway_F3 DZ profile
Causeway_F4,N20001624,423,Causeway_F4 DZ profile
Causeway_F5,N20001625,250,Causeway_F5 DZ profile
Causeway_G3,N20001626,460,Causeway_G3 DZ profile
Causeway_K1,N20001627,639,Causeway_K1 DZ profile
Causeway_H1,N20001628,288,Causeway_H1 DZ profile
Causeway_G4,N20001629,291,Causeway_G4 DZ profile
Causeway_G5,N20001630,463,Causeway_G5 DZ profile
Causeway_H2,N20001631,466,Causeway_H2 DZ profile
Causeway_H3,N20001632,632,Causeway_H3 DZ profile
Causeway_G6,N20001633,534,Causeway_G6 DZ profile
Causeway_K2,N20001634,620,Causeway_K2 DZ profile
Causeway_H4,N20001635,608,Causeway_H4 DZ profile
Causeway_J3,N20001636,507,Causeway_J3 DZ profile
Causeway_H5,N20001637,489,Causeway_H5 DZ profile
Causeway_H6,N20001638,651,Causeway_H6 DZ profile
Causeway_L1,N20001639,556,Causeway_L1 DZ profile
Causeway_K3,N20001640,471,Causeway_K3 DZ profile
Causeway_J4,N20001641,279,Causeway_J4 DZ profile
Causeway_L2,N20001642,496,Causeway_L2 DZ profile
Causeway_J5,N20001643,367,Causeway_J5 DZ profile
Causeway_K4,N20001644,717,Causeway_K4 DZ profile
Causeway_L3,N20001645,532,Causeway_L3 DZ profile
Causeway_L4,N20001646,288,Causeway_L4 DZ profile
Causeway_K5,N20001647,537,Causeway_K5 DZ profile
Causeway_L5,N20001648,299,Causeway_L5 DZ profile
Causeway_L6,N20001649,354,Causeway_L6 DZ profile
Causeway_L7,N20001650,360,Causeway_L7 DZ profile
The_Glens_B1,N20001651,141,The_Glens_B1 DZ profile
The_Glens_C1,N20001652,505,The_Glens_C1 DZ profile
The_Glens_A1,N20001653,640,The_Glens_A1 DZ profile
The_Glens_A2,N20001654,252,The_Glens_A2 DZ profile
The_Glens_A3,N20001655,579,The_Glens_A3 DZ profile
The_Glens_A4,N20001656,778,The_Glens_A4 DZ profile
The_Glens_B2,N20001657,332,The_Glens_B2 DZ profile
The_Glens_C2,N20001658,567,The_Glens_C2 DZ profile
The_Glens_B3,N20001659,361,The_Glens_B3 DZ profile
The_Glens_A5,N20001660,906,The_Glens_A5 DZ profile
The_Glens_B4,N20001661,334,The_Glens_B4 DZ profile
The_Glens_B5,N20001662,463,The_Glens_B5 DZ profile
The_Glens_B6,N20001663,607,The_Glens_B6 DZ profile
The_Glens_B7,N20001664,376,The_Glens_B7 DZ profile
The_Glens_C3,N20001665,558,The_Glens_C3 DZ profile
The_Glens_C4,N20001666,520,The_Glens_C4 DZ profile
The_Glens_E1,N20001667,428,The_Glens_E1 DZ profile
The_Glens_C5,N20001668,639,The_Glens_C5 DZ profile
The_Glens_D1,N20001669,481,The_Glens_D1 DZ profile
The_Glens_D2,N20001670,365,The_Glens_D2 DZ profile
The_Glens_D3,N20001671,422,The_Glens_D3 DZ profile
The_Glens_D4,N20001672,614,The_Glens_D4 DZ profile
The_Glens_E2,N20001673,588,The_Glens_E2 DZ profile
The_Glens_F1,N20001674,633,The_Glens_F1 DZ profile
The_Glens_E3,N20001675,599,The_Glens_E3 DZ profile
The_Glens_F2,N20001676,551,The_Glens_F2 DZ profile
The_Glens_E4,N20001677,307,The_Glens_E4 DZ profile
The_Glens_F3,N20001678,583,The_Glens_F3 DZ profile
The_Glens_G1,N20001679,366,The_Glens_G1 DZ profile
The_Glens_G2,N20001680,562,The_Glens_G2 DZ profile
The_Glens_F4,N20001681,521,The_Glens_F4 DZ profile
The_Glens_G3,N20001682,375,The_Glens_G3 DZ profile
The_Glens_F5,N20001683,801,The_Glens_F5 DZ profile
The_Glens_G4,N20001684,724,The_Glens_G4 DZ profile
Ballymoney_A1,N20001685,645,Ballymoney_A1 DZ profile
Ballymoney_C1,N20001686,645,Ballymoney_C1 DZ profile
Ballymoney_B1,N20001687,557,Ballymoney_B1 DZ profile
Ballymoney_B2,N20001688,419,Ballymoney_B2 DZ profile
Ballymoney_C2,N20001689,629,Ballymoney_C2 DZ profile
Ballymoney_B3,N20001690,350,Ballymoney_B3 DZ profile
Ballymoney_C3,N20001691,418,Ballymoney_C3 DZ profile
Ballymoney_B4,N20001692,638,Ballymoney_B4 DZ profile
Ballymoney_D1,N20001693,596,Ballymoney_D1 DZ profile
Ballymoney_D2,N20001694,303,Ballymoney_D2 DZ profile
Ballymoney_B5,N20001695,411,Ballymoney_B5 DZ profile
Ballymoney_E1,N20001696,525,Ballymoney_E1 DZ profile
Ballymoney_E2,N20001697,482,Ballymoney_E2 DZ profile
Ballymoney_D3,N20001698,437,Ballymoney_D3 DZ profile
Ballymoney_C4,N20001699,517,Ballymoney_C4 DZ profile
Ballymoney_D4,N20001700,376,Ballymoney_D4 DZ profile
Ballymoney_E3,N20001701,395,Ballymoney_E3 DZ profile
Ballymoney_F1,N20001702,780,Ballymoney_F1 DZ profile
Ballymoney_D5,N20001703,216,Ballymoney_D5 DZ profile
Ballymoney_E4,N20001704,312,Ballymoney_E4 DZ profile
Ballymoney_A2,N20001705,455,Ballymoney_A2 DZ profile
Ballymoney_E5,N20001706,474,Ballymoney_E5 DZ profile
Ballymoney_A3,N20001707,417,Ballymoney_A3 DZ profile
Ballymoney_A4,N20001708,520,Ballymoney_A4 DZ profile
Ballymoney_F2,N20001709,488,Ballymoney_F2 DZ profile
Ballymoney_F3,N20001710,743,Ballymoney_F3 DZ profile
Ballymoney_F4,N20001711,337,Ballymoney_F4 DZ profile
Ballymoney_H1,N20001712,460,Ballymoney_H1 DZ profile
Ballymoney_A5,N20001713,554,Ballymoney_A5 DZ profile
Ballymoney_K1,N20001714,413,Ballymoney_K1 DZ profile
Ballymoney_G1,N20001715,842,Ballymoney_G1 DZ profile
Ballymoney_G2,N20001716,883,Ballymoney_G2 DZ profile
Ballymoney_K2,N20001717,284,Ballymoney_K2 DZ profile
Ballymoney_H2,N20001718,311,Ballymoney_H2 DZ profile
Ballymoney_H3,N20001719,562,Ballymoney_H3 DZ profile
Ballymoney_K3,N20001720,751,Ballymoney_K3 DZ profile
Ballymoney_J1,N20001721,561,Ballymoney_J1 DZ profile
Ballymoney_H4,N20001722,775,Ballymoney_H4 DZ profile
Ballymoney_J2,N20001723,675,Ballymoney_J2 DZ profile
Ballymoney_H5,N20001724,554,Ballymoney_H5 DZ profile
Ballymoney_H6,N20001725,576,Ballymoney_H6 DZ profile
Ballymoney_K4,N20001726,616,Ballymoney_K4 DZ profile
Ballymoney_K5,N20001727,585,Ballymoney_K5 DZ profile
Ballymoney_L1,N20001728,341,Ballymoney_L1 DZ profile
Ballymoney_L2,N20001729,741,Ballymoney_L2 DZ profile
Ballymoney_L3,N20001730,289,Ballymoney_L3 DZ profile
Ballymoney_K6,N20001731,663,Ballymoney_K6 DZ profile
The_Moor_H1,N20001732,506,The_Moor_H1 DZ profile
The_Moor_H2,N20001733,803,The_Moor_H2 DZ profile
The_Moor_A1,N20001734,488,The_Moor_A1 DZ profile
The_Moor_B1,N20001735,427,The_Moor_B1 DZ profile
The_Moor_A2,N20001736,569,The_Moor_A2 DZ profile
The_Moor_B2,N20001737,295,The_Moor_B2 DZ profile
The_Moor_B3,N20001738,442,The_Moor_B3 DZ profile
The_Moor_A3,N20001739,608,The_Moor_A3 DZ profile
The_Moor_B4,N20001740,477,The_Moor_B4 DZ profile
The_Moor_C1,N20001741,352,The_Moor_C1 DZ profile
The_Moor_A4,N20001742,510,The_Moor_A4 DZ profile
The_Moor_C2,N20001743,240,The_Moor_C2 DZ profile
The_Moor_A5,N20001744,387,The_Moor_A5 DZ profile
The_Moor_C3,N20001745,349,The_Moor_C3 DZ profile
The_Moor_B5,N20001746,345,The_Moor_B5 DZ profile
The_Moor_B6,N20001747,481,The_Moor_B6 DZ profile
The_Moor_B7,N20001748,453,The_Moor_B7 DZ profile
The_Moor_D1,N20001749,318,The_Moor_D1 DZ profile
The_Moor_C4,N20001750,209,The_Moor_C4 DZ profile
The_Moor_F1,N20001751,501,The_Moor_F1 DZ profile
The_Moor_D2,N20001752,463,The_Moor_D2 DZ profile
The_Moor_E1,N20001753,676,The_Moor_E1 DZ profile
The_Moor_G1,N20001754,291,The_Moor_G1 DZ profile
The_Moor_D3,N20001755,494,The_Moor_D3 DZ profile
The_Moor_G2,N20001756,324,The_Moor_G2 DZ profile
The_Moor_D4,N20001757,694,The_Moor_D4 DZ profile
The_Moor_F2,N20001758,445,The_Moor_F2 DZ profile
The_Moor_F3,N20001759,443,The_Moor_F3 DZ profile
The_Moor_D5,N20001760,472,The_Moor_D5 DZ profile
The_Moor_G3,N20001761,536,The_Moor_G3 DZ profile
The_Moor_E2,N20001762,889,The_Moor_E2 DZ profile
The_Moor_D6,N20001763,480,The_Moor_D6 DZ profile
The_Moor_G4,N20001764,584,The_Moor_G4 DZ profile
The_Moor_F4,N20001765,475,The_Moor_F4 DZ profile
The_Moor_F5,N20001766,363,The_Moor_F5 DZ profile
The_Moor_H3,N20001767,737,The_Moor_H3 DZ profile
Foyleside_A1,N20001768,363,Foyleside_A1 DZ profile
Foyleside_A2,N20001769,920,Foyleside_A2 DZ profile
Foyleside_A3,N20001770,580,Foyleside_A3 DZ profile
Foyleside_B1,N20001771,596,Foyleside_B1 DZ profile
Foyleside_B2,N20001772,480,Foyleside_B2 DZ profile
Foyleside_A4,N20001773,489,Foyleside_A4 DZ profile
Foyleside_A5,N20001774,604,Foyleside_A5 DZ profile
Foyleside_D1,N20001775,302,Foyleside_D1 DZ profile
Foyleside_E1,N20001776,520,Foyleside_E1 DZ profile
Foyleside_B3,N20001777,560,Foyleside_B3 DZ profile
Foyleside_E2,N20001778,531,Foyleside_E2 DZ profile
Foyleside_C1,N20001779,590,Foyleside_C1 DZ profile
Foyleside_C2,N20001780,647,Foyleside_C2 DZ profile
Foyleside_B4,N20001781,481,Foyleside_B4 DZ profile
Foyleside_C3,N20001782,624,Foyleside_C3 DZ profile
Foyleside_E3,N20001783,415,Foyleside_E3 DZ profile
Foyleside_D2,N20001784,554,Foyleside_D2 DZ profile
Foyleside_E4,N20001785,561,Foyleside_E4 DZ profile
Foyleside_C4,N20001786,559,Foyleside_C4 DZ profile
Foyleside_D3,N20001787,360,Foyleside_D3 DZ profile
Foyleside_E5,N20001788,708,Foyleside_E5 DZ profile
Foyleside_F1,N20001789,398,Foyleside_F1 DZ profile
Foyleside_D4,N20001790,730,Foyleside_D4 DZ profile
Foyleside_D5,N20001791,561,Foyleside_D5 DZ profile
Foyleside_E6,N20001792,632,Foyleside_E6 DZ profile
Foyleside_D6,N20001793,282,Foyleside_D6 DZ profile
Foyleside_D7,N20001794,314,Foyleside_D7 DZ profile
Foyleside_G1,N20001795,515,Foyleside_G1 DZ profile
Foyleside_G2,N20001796,529,Foyleside_G2 DZ profile
Foyleside_F2,N20001797,328,Foyleside_F2 DZ profile
Foyleside_F3,N20001798,251,Foyleside_F3 DZ profile
Foyleside_G3,N20001799,635,Foyleside_G3 DZ profile
Foyleside_G4,N20001800,384,Foyleside_G4 DZ profile
Foyleside_F4,N20001801,301,Foyleside_F4 DZ profile
Foyleside_F5,N20001802,266,Foyleside_F5 DZ profile
Ballyarnett_A1,N20001803,637,Ballyarnett_A1 DZ profile
Ballyarnett_A2,N20001804,482,Ballyarnett_A2 DZ profile
Ballyarnett_A3,N20001805,729,Ballyarnett_A3 DZ profile
Ballyarnett_C1,N20001806,763,Ballyarnett_C1 DZ profile
Ballyarnett_A4,N20001807,624,Ballyarnett_A4 DZ profile
Ballyarnett_D1,N20001808,199,Ballyarnett_D1 DZ profile
Ballyarnett_D2,N20001809,627,Ballyarnett_D2 DZ profile
Ballyarnett_D3,N20001810,610,Ballyarnett_D3 DZ profile
Ballyarnett_B1,N20001811,688,Ballyarnett_B1 DZ profile
Ballyarnett_C2,N20001812,707,Ballyarnett_C2 DZ profile
Ballyarnett_B2,N20001813,580,Ballyarnett_B2 DZ profile
Ballyarnett_D4,N20001814,582,Ballyarnett_D4 DZ profile
Ballyarnett_B3,N20001815,580,Ballyarnett_B3 DZ profile
Ballyarnett_D5,N20001816,570,Ballyarnett_D5 DZ profile
Ballyarnett_B4,N20001817,437,Ballyarnett_B4 DZ profile
Ballyarnett_E1,N20001818,406,Ballyarnett_E1 DZ profile
Ballyarnett_F1,N20001819,578,Ballyarnett_F1 DZ profile
Ballyarnett_J1,N20001820,624,Ballyarnett_J1 DZ profile
Ballyarnett_E2,N20001821,501,Ballyarnett_E2 DZ profile
Ballyarnett_G1,N20001822,528,Ballyarnett_G1 DZ profile
Ballyarnett_E3,N20001823,435,Ballyarnett_E3 DZ profile
Ballyarnett_H1,N20001824,609,Ballyarnett_H1 DZ profile
Ballyarnett_H2,N20001825,349,Ballyarnett_H2 DZ profile
Ballyarnett_D6,N20001826,456,Ballyarnett_D6 DZ profile
Ballyarnett_F2,N20001827,546,Ballyarnett_F2 DZ profile
Ballyarnett_F3,N20001828,445,Ballyarnett_F3 DZ profile
Ballyarnett_E4,N20001829,690,Ballyarnett_E4 DZ profile
Ballyarnett_K1,N20001830,548,Ballyarnett_K1 DZ profile
Ballyarnett_F4,N20001831,532,Ballyarnett_F4 DZ profile
Ballyarnett_G2,N20001832,440,Ballyarnett_G2 DZ profile
Ballyarnett_J2,N20001833,406,Ballyarnett_J2 DZ profile
Ballyarnett_H3,N20001834,554,Ballyarnett_H3 DZ profile
Ballyarnett_G3,N20001835,424,Ballyarnett_G3 DZ profile
Ballyarnett_K2,N20001836,715,Ballyarnett_K2 DZ profile
Ballyarnett_G4,N20001837,576,Ballyarnett_G4 DZ profile
Ballyarnett_K3,N20001838,510,Ballyarnett_K3 DZ profile
Ballyarnett_J3,N20001839,387,Ballyarnett_J3 DZ profile
Ballyarnett_H4,N20001840,448,Ballyarnett_H4 DZ profile
Ballyarnett_G5,N20001841,443,Ballyarnett_G5 DZ profile
Ballyarnett_G6,N20001842,452,Ballyarnett_G6 DZ profile
Ballyarnett_L1,N20001843,580,Ballyarnett_L1 DZ profile
Ballyarnett_K4,N20001844,673,Ballyarnett_K4 DZ profile
Ballyarnett_L2,N20001845,665,Ballyarnett_L2 DZ profile
Ballyarnett_J4,N20001846,321,Ballyarnett_J4 DZ profile
Ballyarnett_L3,N20001847,622,Ballyarnett_L3 DZ profile
Ballyarnett_L4,N20001848,609,Ballyarnett_L4 DZ profile
Ballyarnett_J5,N20001849,362,Ballyarnett_J5 DZ profile
Waterside_A1,N20001850,611,Waterside_A1 DZ profile
Waterside_A2,N20001851,498,Waterside_A2 DZ profile
Waterside_B1,N20001852,531,Waterside_B1 DZ profile
Waterside_B2,N20001853,526,Waterside_B2 DZ profile
Waterside_A3,N20001854,502,Waterside_A3 DZ profile
Waterside_A4,N20001855,436,Waterside_A4 DZ profile
Waterside_B3,N20001856,511,Waterside_B3 DZ profile
Waterside_B4,N20001857,426,Waterside_B4 DZ profile
Waterside_C1,N20001858,505,Waterside_C1 DZ profile
Waterside_C2,N20001859,575,Waterside_C2 DZ profile
Waterside_A5,N20001860,382,Waterside_A5 DZ profile
Waterside_C3,N20001861,370,Waterside_C3 DZ profile
Waterside_D1,N20001862,389,Waterside_D1 DZ profile
Waterside_D2,N20001863,455,Waterside_D2 DZ profile
Waterside_D3,N20001864,324,Waterside_D3 DZ profile
Waterside_D4,N20001865,251,Waterside_D4 DZ profile
Waterside_E1,N20001866,369,Waterside_E1 DZ profile
Waterside_C4,N20001867,453,Waterside_C4 DZ profile
Waterside_E2,N20001868,462,Waterside_E2 DZ profile
Waterside_E3,N20001869,508,Waterside_E3 DZ profile
Waterside_E4,N20001870,255,Waterside_E4 DZ profile
Waterside_D5,N20001871,576,Waterside_D5 DZ profile
Waterside_C5,N20001872,630,Waterside_C5 DZ profile
Waterside_F1,N20001873,589,Waterside_F1 DZ profile
Waterside_E5,N20001874,472,Waterside_E5 DZ profile
Waterside_F2,N20001875,638,Waterside_F2 DZ profile
Waterside_G1,N20001876,503,Waterside_G1 DZ profile
Waterside_L1,N20001877,525,Waterside_L1 DZ profile
Waterside_F3,N20001878,463,Waterside_F3 DZ profile
Waterside_F4,N20001879,518,Waterside_F4 DZ profile
Waterside_G2,N20001880,388,Waterside_G2 DZ profile
Waterside_G3,N20001881,320,Waterside_G3 DZ profile
Waterside_G4,N20001882,416,Waterside_G4 DZ profile
Waterside_L2,N20001883,515,Waterside_L2 DZ profile
Waterside_H1,N20001884,940,Waterside_H1 DZ profile
Waterside_G5,N20001885,581,Waterside_G5 DZ profile
Waterside_J1,N20001886,347,Waterside_J1 DZ profile
Waterside_N1,N20001887,432,Waterside_N1 DZ profile
Waterside_H2,N20001888,700,Waterside_H2 DZ profile
