Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20002608,Ballymena_C6,4,Household is deprived in 3 dimensions,22
N20002608,Ballymena_C6,5,Household is deprived in 4 dimensions,1
N20002609,Ballymena_F2,1,Household is not deprived in any dimension,97
N20002609,Ballymena_F2,2,Household is deprived in 1 dimension,58
N20002609,Ballymena_F2,3,Household is deprived in 2 dimensions,18
N20002609,Ballymena_F2,4,Household is deprived in 3 dimensions,4
N20002609,Ballymena_F2,5,Household is deprived in 4 dimensions,0
N20002610,Ballymena_F3,1,Household is not deprived in any dimension,66
N20002610,Ballymena_F3,2,Household is deprived in 1 dimension,55
N20002610,Ballymena_F3,3,Household is deprived in 2 dimensions,33
N20002610,Ballymena_F3,4,Household is deprived in 3 dimensions,5
N20002610,Ballymena_F3,5,Household is deprived in 4 dimensions,0
N20002611,Ballymena_E2,1,Household is not deprived in any dimension,75
N20002611,Ballymena_E2,2,Household is deprived in 1 dimension,90
N20002611,Ballymena_E2,3,Household is deprived in 2 dimensions,55
N20002611,Ballymena_E2,4,Household is deprived in 3 dimensions,30
N20002611,Ballymena_E2,5,Household is deprived in 4 dimensions,5
N20002612,Ballymena_D5,1,Household is not deprived in any dimension,69
N20002612,Ballymena_D5,2,Household is deprived in 1 dimension,66
N20002612,Ballymena_D5,3,Household is deprived in 2 dimensions,55
N20002612,Ballymena_D5,4,Household is deprived in 3 dimensions,16
N20002612,Ballymena_D5,5,Household is deprived in 4 dimensions,1
N20002613,Ballymena_E3,1,Household is not deprived in any dimension,108
N20002613,Ballymena_E3,2,Household is deprived in 1 dimension,91
N20002613,Ballymena_E3,3,Household is deprived in 2 dimensions,61
N20002613,Ballymena_E3,4,Household is deprived in 3 dimensions,24
N20002613,Ballymena_E3,5,Household is deprived in 4 dimensions,3
N20002614,Ballymena_G1,1,Household is not deprived in any dimension,33
N20002614,Ballymena_G1,2,Household is deprived in 1 dimension,76
N20002614,Ballymena_G1,3,Household is deprived in 2 dimensions,76
N20002614,Ballymena_G1,4,Household is deprived in 3 dimensions,51
N20002614,Ballymena_G1,5,Household is deprived in 4 dimensions,14
N20002615,Ballymena_E4,1,Household is not deprived in any dimension,50
N20002615,Ballymena_E4,2,Household is deprived in 1 dimension,79
N20002615,Ballymena_E4,3,Household is deprived in 2 dimensions,64
N20002615,Ballymena_E4,4,Household is deprived in 3 dimensions,31
N20002615,Ballymena_E4,5,Household is deprived in 4 dimensions,5
N20002616,Ballymena_G2,1,Household is not deprived in any dimension,29
N20002616,Ballymena_G2,2,Household is deprived in 1 dimension,48
N20002616,Ballymena_G2,3,Household is deprived in 2 dimensions,39
N20002616,Ballymena_G2,4,Household is deprived in 3 dimensions,24
N20002616,Ballymena_G2,5,Household is deprived in 4 dimensions,6
N20002617,Ballymena_G3,1,Household is not deprived in any dimension,69
N20002617,Ballymena_G3,2,Household is deprived in 1 dimension,81
N20002617,Ballymena_G3,3,Household is deprived in 2 dimensions,66
N20002617,Ballymena_G3,4,Household is deprived in 3 dimensions,41
N20002617,Ballymena_G3,5,Household is deprived in 4 dimensions,1
N20002618,Ballymena_F4,1,Household is not deprived in any dimension,96
N20002618,Ballymena_F4,2,Household is deprived in 1 dimension,31
N20002618,Ballymena_F4,3,Household is deprived in 2 dimensions,13
N20002618,Ballymena_F4,4,Household is deprived in 3 dimensions,2
N20002618,Ballymena_F4,5,Household is deprived in 4 dimensions,0
N20002619,Ballymena_H1,1,Household is not deprived in any dimension,33
N20002619,Ballymena_H1,2,Household is deprived in 1 dimension,99
N20002619,Ballymena_H1,3,Household is deprived in 2 dimensions,70
N20002619,Ballymena_H1,4,Household is deprived in 3 dimensions,48
N20002619,Ballymena_H1,5,Household is deprived in 4 dimensions,5
N20002620,Ballymena_G4,1,Household is not deprived in any dimension,56
N20002620,Ballymena_G4,2,Household is deprived in 1 dimension,66
N20002620,Ballymena_G4,3,Household is deprived in 2 dimensions,104
N20002620,Ballymena_G4,4,Household is deprived in 3 dimensions,52
N20002620,Ballymena_G4,5,Household is deprived in 4 dimensions,3
N20002621,Ballymena_F5,1,Household is not deprived in any dimension,108
N20002621,Ballymena_F5,2,Household is deprived in 1 dimension,47
N20002621,Ballymena_F5,3,Household is deprived in 2 dimensions,23
N20002621,Ballymena_F5,4,Household is deprived in 3 dimensions,0
N20002621,Ballymena_F5,5,Household is deprived in 4 dimensions,0
N20002622,Ballymena_H2,1,Household is not deprived in any dimension,32
N20002622,Ballymena_H2,2,Household is deprived in 1 dimension,65
N20002622,Ballymena_H2,3,Household is deprived in 2 dimensions,55
N20002622,Ballymena_H2,4,Household is deprived in 3 dimensions,27
N20002622,Ballymena_H2,5,Household is deprived in 4 dimensions,8
N20002623,Ballymena_F6,1,Household is not deprived in any dimension,67
N20002623,Ballymena_F6,2,Household is deprived in 1 dimension,59
N20002623,Ballymena_F6,3,Household is deprived in 2 dimensions,16
N20002623,Ballymena_F6,4,Household is deprived in 3 dimensions,3
N20002623,Ballymena_F6,5,Household is deprived in 4 dimensions,0
N20002624,Ballymena_F7,1,Household is not deprived in any dimension,97
N20002624,Ballymena_F7,2,Household is deprived in 1 dimension,72
N20002624,Ballymena_F7,3,Household is deprived in 2 dimensions,12
N20002624,Ballymena_F7,4,Household is deprived in 3 dimensions,1
N20002624,Ballymena_F7,5,Household is deprived in 4 dimensions,0
N20002625,Ballymena_J1,1,Household is not deprived in any dimension,36
N20002625,Ballymena_J1,2,Household is deprived in 1 dimension,47
N20002625,Ballymena_J1,3,Household is deprived in 2 dimensions,42
N20002625,Ballymena_J1,4,Household is deprived in 3 dimensions,32
N20002625,Ballymena_J1,5,Household is deprived in 4 dimensions,5
N20002626,Ballymena_H3,1,Household is not deprived in any dimension,46
N20002626,Ballymena_H3,2,Household is deprived in 1 dimension,51
N20002626,Ballymena_H3,3,Household is deprived in 2 dimensions,53
N20002626,Ballymena_H3,4,Household is deprived in 3 dimensions,13
N20002626,Ballymena_H3,5,Household is deprived in 4 dimensions,0
N20002627,Ballymena_J2,1,Household is not deprived in any dimension,20
N20002627,Ballymena_J2,2,Household is deprived in 1 dimension,45
N20002627,Ballymena_J2,3,Household is deprived in 2 dimensions,46
N20002627,Ballymena_J2,4,Household is deprived in 3 dimensions,21
N20002627,Ballymena_J2,5,Household is deprived in 4 dimensions,0
N20002628,Ballymena_G5,1,Household is not deprived in any dimension,94
N20002628,Ballymena_G5,2,Household is deprived in 1 dimension,80
N20002628,Ballymena_G5,3,Household is deprived in 2 dimensions,42
N20002628,Ballymena_G5,4,Household is deprived in 3 dimensions,19
N20002628,Ballymena_G5,5,Household is deprived in 4 dimensions,0
N20002629,Ballymena_J3,1,Household is not deprived in any dimension,61
N20002629,Ballymena_J3,2,Household is deprived in 1 dimension,75
N20002629,Ballymena_J3,3,Household is deprived in 2 dimensions,99
N20002629,Ballymena_J3,4,Household is deprived in 3 dimensions,45
N20002629,Ballymena_J3,5,Household is deprived in 4 dimensions,1
N20002630,Ballymena_K1,1,Household is not deprived in any dimension,72
N20002630,Ballymena_K1,2,Household is deprived in 1 dimension,49
N20002630,Ballymena_K1,3,Household is deprived in 2 dimensions,15
N20002630,Ballymena_K1,4,Household is deprived in 3 dimensions,1
N20002630,Ballymena_K1,5,Household is deprived in 4 dimensions,0
N20002631,Ballymena_H4,1,Household is not deprived in any dimension,45
N20002631,Ballymena_H4,2,Household is deprived in 1 dimension,65
N20002631,Ballymena_H4,3,Household is deprived in 2 dimensions,58
N20002631,Ballymena_H4,4,Household is deprived in 3 dimensions,28
N20002631,Ballymena_H4,5,Household is deprived in 4 dimensions,2
N20002632,Ballymena_H5,1,Household is not deprived in any dimension,95
N20002632,Ballymena_H5,2,Household is deprived in 1 dimension,67
N20002632,Ballymena_H5,3,Household is deprived in 2 dimensions,27
N20002632,Ballymena_H5,4,Household is deprived in 3 dimensions,4
N20002632,Ballymena_H5,5,Household is deprived in 4 dimensions,0
N20002633,Ballymena_K2,1,Household is not deprived in any dimension,89
N20002633,Ballymena_K2,2,Household is deprived in 1 dimension,80
N20002633,Ballymena_K2,3,Household is deprived in 2 dimensions,30
N20002633,Ballymena_K2,4,Household is deprived in 3 dimensions,3
N20002633,Ballymena_K2,5,Household is deprived in 4 dimensions,0
N20002634,Ballymena_K3,1,Household is not deprived in any dimension,111
N20002634,Ballymena_K3,2,Household is deprived in 1 dimension,80
N20002634,Ballymena_K3,3,Household is deprived in 2 dimensions,23
N20002634,Ballymena_K3,4,Household is deprived in 3 dimensions,3
N20002634,Ballymena_K3,5,Household is deprived in 4 dimensions,0
N20002635,Ballymena_K4,1,Household is not deprived in any dimension,79
N20002635,Ballymena_K4,2,Household is deprived in 1 dimension,50
N20002635,Ballymena_K4,3,Household is deprived in 2 dimensions,15
N20002635,Ballymena_K4,4,Household is deprived in 3 dimensions,3
N20002635,Ballymena_K4,5,Household is deprived in 4 dimensions,0
N20002636,Ballymena_K5,1,Household is not deprived in any dimension,48
N20002636,Ballymena_K5,2,Household is deprived in 1 dimension,35
N20002636,Ballymena_K5,3,Household is deprived in 2 dimensions,25
N20002636,Ballymena_K5,4,Household is deprived in 3 dimensions,9
N20002636,Ballymena_K5,5,Household is deprived in 4 dimensions,3
N20002637,Ballymena_K6,1,Household is not deprived in any dimension,129
N20002637,Ballymena_K6,2,Household is deprived in 1 dimension,54
N20002637,Ballymena_K6,3,Household is deprived in 2 dimensions,22
N20002637,Ballymena_K6,4,Household is deprived in 3 dimensions,1
N20002637,Ballymena_K6,5,Household is deprived in 4 dimensions,0
N20002638,Ballymena_K7,1,Household is not deprived in any dimension,79
N20002638,Ballymena_K7,2,Household is deprived in 1 dimension,45
N20002638,Ballymena_K7,3,Household is deprived in 2 dimensions,24
N20002638,Ballymena_K7,4,Household is deprived in 3 dimensions,6
N20002638,Ballymena_K7,5,Household is deprived in 4 dimensions,0
N20002639,Braid_A1,1,Household is not deprived in any dimension,114
N20002639,Braid_A1,2,Household is deprived in 1 dimension,83
N20002639,Braid_A1,3,Household is deprived in 2 dimensions,32
N20002639,Braid_A1,4,Household is deprived in 3 dimensions,11
N20002639,Braid_A1,5,Household is deprived in 4 dimensions,1
N20002640,Braid_A2,1,Household is not deprived in any dimension,112
N20002640,Braid_A2,2,Household is deprived in 1 dimension,90
N20002640,Braid_A2,3,Household is deprived in 2 dimensions,48
N20002640,Braid_A2,4,Household is deprived in 3 dimensions,20
N20002640,Braid_A2,5,Household is deprived in 4 dimensions,4
N20002641,Braid_A3,1,Household is not deprived in any dimension,74
N20002641,Braid_A3,2,Household is deprived in 1 dimension,61
N20002641,Braid_A3,3,Household is deprived in 2 dimensions,19
N20002641,Braid_A3,4,Household is deprived in 3 dimensions,9
N20002641,Braid_A3,5,Household is deprived in 4 dimensions,0
N20002642,Braid_B1,1,Household is not deprived in any dimension,82
N20002642,Braid_B1,2,Household is deprived in 1 dimension,69
N20002642,Braid_B1,3,Household is deprived in 2 dimensions,35
N20002642,Braid_B1,4,Household is deprived in 3 dimensions,10
N20002642,Braid_B1,5,Household is deprived in 4 dimensions,0
N20002643,Braid_C1,1,Household is not deprived in any dimension,97
N20002643,Braid_C1,2,Household is deprived in 1 dimension,51
N20002643,Braid_C1,3,Household is deprived in 2 dimensions,28
N20002643,Braid_C1,4,Household is deprived in 3 dimensions,8
N20002643,Braid_C1,5,Household is deprived in 4 dimensions,0
N20002644,Braid_A4,1,Household is not deprived in any dimension,68
N20002644,Braid_A4,2,Household is deprived in 1 dimension,41
N20002644,Braid_A4,3,Household is deprived in 2 dimensions,30
N20002644,Braid_A4,4,Household is deprived in 3 dimensions,8
N20002644,Braid_A4,5,Household is deprived in 4 dimensions,0
N20002645,Braid_A5,1,Household is not deprived in any dimension,113
N20002645,Braid_A5,2,Household is deprived in 1 dimension,69
N20002645,Braid_A5,3,Household is deprived in 2 dimensions,48
N20002645,Braid_A5,4,Household is deprived in 3 dimensions,10
N20002645,Braid_A5,5,Household is deprived in 4 dimensions,1
N20002646,Braid_C2,1,Household is not deprived in any dimension,144
N20002646,Braid_C2,2,Household is deprived in 1 dimension,64
N20002646,Braid_C2,3,Household is deprived in 2 dimensions,25
N20002646,Braid_C2,4,Household is deprived in 3 dimensions,8
N20002646,Braid_C2,5,Household is deprived in 4 dimensions,0
N20002647,Braid_C3,1,Household is not deprived in any dimension,124
N20002647,Braid_C3,2,Household is deprived in 1 dimension,84
N20002647,Braid_C3,3,Household is deprived in 2 dimensions,38
N20002647,Braid_C3,4,Household is deprived in 3 dimensions,5
N20002647,Braid_C3,5,Household is deprived in 4 dimensions,1
N20002648,Braid_B2,1,Household is not deprived in any dimension,130
N20002648,Braid_B2,2,Household is deprived in 1 dimension,73
N20002648,Braid_B2,3,Household is deprived in 2 dimensions,28
N20002648,Braid_B2,4,Household is deprived in 3 dimensions,2
N20002648,Braid_B2,5,Household is deprived in 4 dimensions,1
N20002649,Braid_B3,1,Household is not deprived in any dimension,71
N20002649,Braid_B3,2,Household is deprived in 1 dimension,48
N20002649,Braid_B3,3,Household is deprived in 2 dimensions,29
N20002649,Braid_B3,4,Household is deprived in 3 dimensions,8
N20002649,Braid_B3,5,Household is deprived in 4 dimensions,1
N20002650,Braid_C4,1,Household is not deprived in any dimension,69
N20002650,Braid_C4,2,Household is deprived in 1 dimension,51
N20002650,Braid_C4,3,Household is deprived in 2 dimensions,29
N20002650,Braid_C4,4,Household is deprived in 3 dimensions,7
N20002650,Braid_C4,5,Household is deprived in 4 dimensions,4
N20002651,Braid_B4,1,Household is not deprived in any dimension,76
N20002651,Braid_B4,2,Household is deprived in 1 dimension,52
N20002651,Braid_B4,3,Household is deprived in 2 dimensions,24
N20002651,Braid_B4,4,Household is deprived in 3 dimensions,3
N20002651,Braid_B4,5,Household is deprived in 4 dimensions,0
N20002652,Braid_D1,1,Household is not deprived in any dimension,116
N20002652,Braid_D1,2,Household is deprived in 1 dimension,83
N20002652,Braid_D1,3,Household is deprived in 2 dimensions,51
N20002652,Braid_D1,4,Household is deprived in 3 dimensions,13
N20002652,Braid_D1,5,Household is deprived in 4 dimensions,4
N20002653,Braid_C5,1,Household is not deprived in any dimension,90
N20002653,Braid_C5,2,Household is deprived in 1 dimension,71
N20002653,Braid_C5,3,Household is deprived in 2 dimensions,38
N20002653,Braid_C5,4,Household is deprived in 3 dimensions,7
N20002653,Braid_C5,5,Household is deprived in 4 dimensions,0
N20002654,Braid_E1,1,Household is not deprived in any dimension,154
N20002654,Braid_E1,2,Household is deprived in 1 dimension,82
N20002654,Braid_E1,3,Household is deprived in 2 dimensions,29
N20002654,Braid_E1,4,Household is deprived in 3 dimensions,2
N20002654,Braid_E1,5,Household is deprived in 4 dimensions,0
N20002655,Braid_C6,1,Household is not deprived in any dimension,105
N20002655,Braid_C6,2,Household is deprived in 1 dimension,71
N20002655,Braid_C6,3,Household is deprived in 2 dimensions,40
N20002655,Braid_C6,4,Household is deprived in 3 dimensions,13
N20002655,Braid_C6,5,Household is deprived in 4 dimensions,2
N20002656,Braid_D2,1,Household is not deprived in any dimension,72
N20002656,Braid_D2,2,Household is deprived in 1 dimension,79
N20002656,Braid_D2,3,Household is deprived in 2 dimensions,81
N20002656,Braid_D2,4,Household is deprived in 3 dimensions,19
N20002656,Braid_D2,5,Household is deprived in 4 dimensions,1
N20002657,Braid_E2,1,Household is not deprived in any dimension,33
N20002657,Braid_E2,2,Household is deprived in 1 dimension,53
N20002657,Braid_E2,3,Household is deprived in 2 dimensions,29
N20002657,Braid_E2,4,Household is deprived in 3 dimensions,21
N20002657,Braid_E2,5,Household is deprived in 4 dimensions,3
N20002658,Braid_H1,1,Household is not deprived in any dimension,112
N20002658,Braid_H1,2,Household is deprived in 1 dimension,74
N20002658,Braid_H1,3,Household is deprived in 2 dimensions,46
N20002658,Braid_H1,4,Household is deprived in 3 dimensions,4
N20002658,Braid_H1,5,Household is deprived in 4 dimensions,0
N20002659,Braid_D3,1,Household is not deprived in any dimension,51
N20002659,Braid_D3,2,Household is deprived in 1 dimension,28
N20002659,Braid_D3,3,Household is deprived in 2 dimensions,27
N20002659,Braid_D3,4,Household is deprived in 3 dimensions,7
N20002659,Braid_D3,5,Household is deprived in 4 dimensions,1
N20002660,Braid_E3,1,Household is not deprived in any dimension,88
N20002660,Braid_E3,2,Household is deprived in 1 dimension,56
N20002660,Braid_E3,3,Household is deprived in 2 dimensions,25
N20002660,Braid_E3,4,Household is deprived in 3 dimensions,2
N20002660,Braid_E3,5,Household is deprived in 4 dimensions,0
N20002661,Braid_E4,1,Household is not deprived in any dimension,65
N20002661,Braid_E4,2,Household is deprived in 1 dimension,48
N20002661,Braid_E4,3,Household is deprived in 2 dimensions,38
N20002661,Braid_E4,4,Household is deprived in 3 dimensions,14
N20002661,Braid_E4,5,Household is deprived in 4 dimensions,4
N20002662,Braid_F1,1,Household is not deprived in any dimension,110
N20002662,Braid_F1,2,Household is deprived in 1 dimension,73
N20002662,Braid_F1,3,Household is deprived in 2 dimensions,36
N20002662,Braid_F1,4,Household is deprived in 3 dimensions,9
N20002662,Braid_F1,5,Household is deprived in 4 dimensions,0
N20002663,Braid_H2,1,Household is not deprived in any dimension,129
N20002663,Braid_H2,2,Household is deprived in 1 dimension,109
N20002663,Braid_H2,3,Household is deprived in 2 dimensions,32
N20002663,Braid_H2,4,Household is deprived in 3 dimensions,2
N20002663,Braid_H2,5,Household is deprived in 4 dimensions,1
N20002664,Braid_F2,1,Household is not deprived in any dimension,110
N20002664,Braid_F2,2,Household is deprived in 1 dimension,57
N20002664,Braid_F2,3,Household is deprived in 2 dimensions,29
N20002664,Braid_F2,4,Household is deprived in 3 dimensions,3
N20002664,Braid_F2,5,Household is deprived in 4 dimensions,0
N20002665,Braid_G1,1,Household is not deprived in any dimension,25
N20002665,Braid_G1,2,Household is deprived in 1 dimension,36
N20002665,Braid_G1,3,Household is deprived in 2 dimensions,46
N20002665,Braid_G1,4,Household is deprived in 3 dimensions,40
N20002665,Braid_G1,5,Household is deprived in 4 dimensions,7
N20002666,Braid_G2,1,Household is not deprived in any dimension,45
N20002666,Braid_G2,2,Household is deprived in 1 dimension,85
N20002666,Braid_G2,3,Household is deprived in 2 dimensions,56
N20002666,Braid_G2,4,Household is deprived in 3 dimensions,39
N20002666,Braid_G2,5,Household is deprived in 4 dimensions,7
N20002667,Braid_J1,1,Household is not deprived in any dimension,63
N20002667,Braid_J1,2,Household is deprived in 1 dimension,50
N20002667,Braid_J1,3,Household is deprived in 2 dimensions,39
N20002667,Braid_J1,4,Household is deprived in 3 dimensions,10
N20002667,Braid_J1,5,Household is deprived in 4 dimensions,0
N20002668,Braid_F3,1,Household is not deprived in any dimension,105
N20002668,Braid_F3,2,Household is deprived in 1 dimension,70
N20002668,Braid_F3,3,Household is deprived in 2 dimensions,42
N20002668,Braid_F3,4,Household is deprived in 3 dimensions,5
N20002668,Braid_F3,5,Household is deprived in 4 dimensions,0
N20002669,Braid_G3,1,Household is not deprived in any dimension,58
N20002669,Braid_G3,2,Household is deprived in 1 dimension,83
N20002669,Braid_G3,3,Household is deprived in 2 dimensions,73
N20002669,Braid_G3,4,Household is deprived in 3 dimensions,18
N20002669,Braid_G3,5,Household is deprived in 4 dimensions,0
N20002670,Braid_J2,1,Household is not deprived in any dimension,80
N20002670,Braid_J2,2,Household is deprived in 1 dimension,86
N20002670,Braid_J2,3,Household is deprived in 2 dimensions,55
N20002670,Braid_J2,4,Household is deprived in 3 dimensions,7
N20002670,Braid_J2,5,Household is deprived in 4 dimensions,0
N20002671,Braid_G4,1,Household is not deprived in any dimension,57
N20002671,Braid_G4,2,Household is deprived in 1 dimension,99
N20002671,Braid_G4,3,Household is deprived in 2 dimensions,95
N20002671,Braid_G4,4,Household is deprived in 3 dimensions,41
N20002671,Braid_G4,5,Household is deprived in 4 dimensions,2
N20002672,Braid_J3,1,Household is not deprived in any dimension,42
N20002672,Braid_J3,2,Household is deprived in 1 dimension,46
N20002672,Braid_J3,3,Household is deprived in 2 dimensions,18
N20002672,Braid_J3,4,Household is deprived in 3 dimensions,4
N20002672,Braid_J3,5,Household is deprived in 4 dimensions,1
N20002673,Braid_G5,1,Household is not deprived in any dimension,48
N20002673,Braid_G5,2,Household is deprived in 1 dimension,58
N20002673,Braid_G5,3,Household is deprived in 2 dimensions,42
N20002673,Braid_G5,4,Household is deprived in 3 dimensions,22
N20002673,Braid_G5,5,Household is deprived in 4 dimensions,0
N20002674,Braid_H3,1,Household is not deprived in any dimension,75
N20002674,Braid_H3,2,Household is deprived in 1 dimension,64
N20002674,Braid_H3,3,Household is deprived in 2 dimensions,30
N20002674,Braid_H3,4,Household is deprived in 3 dimensions,3
N20002674,Braid_H3,5,Household is deprived in 4 dimensions,0
N20002675,Braid_H4,1,Household is not deprived in any dimension,61
N20002675,Braid_H4,2,Household is deprived in 1 dimension,43
N20002675,Braid_H4,3,Household is deprived in 2 dimensions,18
N20002675,Braid_H4,4,Household is deprived in 3 dimensions,7
N20002675,Braid_H4,5,Household is deprived in 4 dimensions,0
N20002676,Braid_H5,1,Household is not deprived in any dimension,100
N20002676,Braid_H5,2,Household is deprived in 1 dimension,99
N20002676,Braid_H5,3,Household is deprived in 2 dimensions,42
N20002676,Braid_H5,4,Household is deprived in 3 dimensions,3
N20002676,Braid_H5,5,Household is deprived in 4 dimensions,1
N20002677,Braid_F4,1,Household is not deprived in any dimension,84
N20002677,Braid_F4,2,Household is deprived in 1 dimension,49
N20002677,Braid_F4,3,Household is deprived in 2 dimensions,23
N20002677,Braid_F4,4,Household is deprived in 3 dimensions,1
N20002677,Braid_F4,5,Household is deprived in 4 dimensions,0
N20002678,Braid_H6,1,Household is not deprived in any dimension,107
N20002678,Braid_H6,2,Household is deprived in 1 dimension,77
N20002678,Braid_H6,3,Household is deprived in 2 dimensions,43
N20002678,Braid_H6,4,Household is deprived in 3 dimensions,7
N20002678,Braid_H6,5,Household is deprived in 4 dimensions,0
N20002679,Braid_F5,1,Household is not deprived in any dimension,83
N20002679,Braid_F5,2,Household is deprived in 1 dimension,49
N20002679,Braid_F5,3,Household is deprived in 2 dimensions,27
N20002679,Braid_F5,4,Household is deprived in 3 dimensions,2
N20002679,Braid_F5,5,Household is deprived in 4 dimensions,0
N20002680,Braid_K1,1,Household is not deprived in any dimension,60
N20002680,Braid_K1,2,Household is deprived in 1 dimension,59
N20002680,Braid_K1,3,Household is deprived in 2 dimensions,40
N20002680,Braid_K1,4,Household is deprived in 3 dimensions,26
N20002680,Braid_K1,5,Household is deprived in 4 dimensions,3
N20002681,Braid_K2,1,Household is not deprived in any dimension,116
N20002681,Braid_K2,2,Household is deprived in 1 dimension,66
N20002681,Braid_K2,3,Household is deprived in 2 dimensions,36
N20002681,Braid_K2,4,Household is deprived in 3 dimensions,9
N20002681,Braid_K2,5,Household is deprived in 4 dimensions,1
N20002682,Braid_K3,1,Household is not deprived in any dimension,124
N20002682,Braid_K3,2,Household is deprived in 1 dimension,85
N20002682,Braid_K3,3,Household is deprived in 2 dimensions,46
N20002682,Braid_K3,4,Household is deprived in 3 dimensions,11
N20002682,Braid_K3,5,Household is deprived in 4 dimensions,2
N20002683,Braid_K4,1,Household is not deprived in any dimension,90
N20002683,Braid_K4,2,Household is deprived in 1 dimension,57
N20002683,Braid_K4,3,Household is deprived in 2 dimensions,33
N20002683,Braid_K4,4,Household is deprived in 3 dimensions,14
N20002683,Braid_K4,5,Household is deprived in 4 dimensions,2
N20002684,Braid_F6,1,Household is not deprived in any dimension,52
N20002684,Braid_F6,2,Household is deprived in 1 dimension,63
N20002684,Braid_F6,3,Household is deprived in 2 dimensions,21
N20002684,Braid_F6,4,Household is deprived in 3 dimensions,3
N20002684,Braid_F6,5,Household is deprived in 4 dimensions,2
N20002685,Coast_Road_B1,1,Household is not deprived in any dimension,59
N20002685,Coast_Road_B1,2,Household is deprived in 1 dimension,58
N20002685,Coast_Road_B1,3,Household is deprived in 2 dimensions,23
N20002685,Coast_Road_B1,4,Household is deprived in 3 dimensions,3
N20002685,Coast_Road_B1,5,Household is deprived in 4 dimensions,0
N20002686,Coast_Road_A1,1,Household is not deprived in any dimension,46
N20002686,Coast_Road_A1,2,Household is deprived in 1 dimension,50
N20002686,Coast_Road_A1,3,Household is deprived in 2 dimensions,48
N20002686,Coast_Road_A1,4,Household is deprived in 3 dimensions,17
N20002686,Coast_Road_A1,5,Household is deprived in 4 dimensions,5
N20002687,Coast_Road_A2,1,Household is not deprived in any dimension,105
N20002687,Coast_Road_A2,2,Household is deprived in 1 dimension,86
N20002687,Coast_Road_A2,3,Household is deprived in 2 dimensions,47
N20002687,Coast_Road_A2,4,Household is deprived in 3 dimensions,16
N20002687,Coast_Road_A2,5,Household is deprived in 4 dimensions,3
N20002688,Coast_Road_A3,1,Household is not deprived in any dimension,44
N20002688,Coast_Road_A3,2,Household is deprived in 1 dimension,61
N20002688,Coast_Road_A3,3,Household is deprived in 2 dimensions,57
N20002688,Coast_Road_A3,4,Household is deprived in 3 dimensions,21
N20002688,Coast_Road_A3,5,Household is deprived in 4 dimensions,5
N20002689,Coast_Road_B2,1,Household is not deprived in any dimension,70
N20002689,Coast_Road_B2,2,Household is deprived in 1 dimension,74
N20002689,Coast_Road_B2,3,Household is deprived in 2 dimensions,57
N20002689,Coast_Road_B2,4,Household is deprived in 3 dimensions,21
N20002689,Coast_Road_B2,5,Household is deprived in 4 dimensions,6
N20002690,Coast_Road_B3,1,Household is not deprived in any dimension,61
N20002690,Coast_Road_B3,2,Household is deprived in 1 dimension,57
N20002690,Coast_Road_B3,3,Household is deprived in 2 dimensions,29
N20002690,Coast_Road_B3,4,Household is deprived in 3 dimensions,3
N20002690,Coast_Road_B3,5,Household is deprived in 4 dimensions,0
N20002691,Coast_Road_C1,1,Household is not deprived in any dimension,110
N20002691,Coast_Road_C1,2,Household is deprived in 1 dimension,82
N20002691,Coast_Road_C1,3,Household is deprived in 2 dimensions,45
N20002691,Coast_Road_C1,4,Household is deprived in 3 dimensions,5
N20002691,Coast_Road_C1,5,Household is deprived in 4 dimensions,0
N20002692,Coast_Road_C2,1,Household is not deprived in any dimension,102
N20002692,Coast_Road_C2,2,Household is deprived in 1 dimension,57
N20002692,Coast_Road_C2,3,Household is deprived in 2 dimensions,22
N20002692,Coast_Road_C2,4,Household is deprived in 3 dimensions,2
N20002692,Coast_Road_C2,5,Household is deprived in 4 dimensions,0
N20002693,Coast_Road_C3,1,Household is not deprived in any dimension,90
N20002693,Coast_Road_C3,2,Household is deprived in 1 dimension,63
N20002693,Coast_Road_C3,3,Household is deprived in 2 dimensions,14
N20002693,Coast_Road_C3,4,Household is deprived in 3 dimensions,2
N20002693,Coast_Road_C3,5,Household is deprived in 4 dimensions,0
N20002694,Coast_Road_C4,1,Household is not deprived in any dimension,80
N20002694,Coast_Road_C4,2,Household is deprived in 1 dimension,47
N20002694,Coast_Road_C4,3,Household is deprived in 2 dimensions,26
N20002694,Coast_Road_C4,4,Household is deprived in 3 dimensions,9
N20002694,Coast_Road_C4,5,Household is deprived in 4 dimensions,0
N20002695,Coast_Road_D1,1,Household is not deprived in any dimension,95
N20002695,Coast_Road_D1,2,Household is deprived in 1 dimension,80
N20002695,Coast_Road_D1,3,Household is deprived in 2 dimensions,30
N20002695,Coast_Road_D1,4,Household is deprived in 3 dimensions,4
N20002695,Coast_Road_D1,5,Household is deprived in 4 dimensions,0
N20002696,Coast_Road_D2,1,Household is not deprived in any dimension,68
N20002696,Coast_Road_D2,2,Household is deprived in 1 dimension,70
N20002696,Coast_Road_D2,3,Household is deprived in 2 dimensions,27
N20002696,Coast_Road_D2,4,Household is deprived in 3 dimensions,8
N20002696,Coast_Road_D2,5,Household is deprived in 4 dimensions,0
