Census 2021 Data Zone Code,Census 2021 Data Zone Label,Household Deprivation Code,Household Deprivation Label,Count
N20001163,Botanic_T5,1,Household is not deprived in any dimension,96
N20001163,Botanic_T5,2,Household is deprived in 1 dimension,44
N20001163,Botanic_T5,3,Household is deprived in 2 dimensions,11
N20001163,Botanic_T5,4,Household is deprived in 3 dimensions,5
N20001163,Botanic_T5,5,Household is deprived in 4 dimensions,0
N20001164,Botanic_W6,1,Household is not deprived in any dimension,139
N20001164,Botanic_W6,2,Household is deprived in 1 dimension,63
N20001164,Botanic_W6,3,Household is deprived in 2 dimensions,43
N20001164,Botanic_W6,4,Household is deprived in 3 dimensions,6
N20001164,Botanic_W6,5,Household is deprived in 4 dimensions,0
N20001165,Botanic_P4,1,Household is not deprived in any dimension,110
N20001165,Botanic_P4,2,Household is deprived in 1 dimension,55
N20001165,Botanic_P4,3,Household is deprived in 2 dimensions,37
N20001165,Botanic_P4,4,Household is deprived in 3 dimensions,9
N20001165,Botanic_P4,5,Household is deprived in 4 dimensions,1
N20001166,Botanic_P5,1,Household is not deprived in any dimension,164
N20001166,Botanic_P5,2,Household is deprived in 1 dimension,63
N20001166,Botanic_P5,3,Household is deprived in 2 dimensions,19
N20001166,Botanic_P5,4,Household is deprived in 3 dimensions,4
N20001166,Botanic_P5,5,Household is deprived in 4 dimensions,0
N20001167,Botanic_X2,1,Household is not deprived in any dimension,154
N20001167,Botanic_X2,2,Household is deprived in 1 dimension,83
N20001167,Botanic_X2,3,Household is deprived in 2 dimensions,18
N20001167,Botanic_X2,4,Household is deprived in 3 dimensions,1
N20001167,Botanic_X2,5,Household is deprived in 4 dimensions,0
N20001168,Botanic_Y1,1,Household is not deprived in any dimension,158
N20001168,Botanic_Y1,2,Household is deprived in 1 dimension,80
N20001168,Botanic_Y1,3,Household is deprived in 2 dimensions,22
N20001168,Botanic_Y1,4,Household is deprived in 3 dimensions,5
N20001168,Botanic_Y1,5,Household is deprived in 4 dimensions,0
N20001169,Botanic_X3,1,Household is not deprived in any dimension,125
N20001169,Botanic_X3,2,Household is deprived in 1 dimension,49
N20001169,Botanic_X3,3,Household is deprived in 2 dimensions,19
N20001169,Botanic_X3,4,Household is deprived in 3 dimensions,9
N20001169,Botanic_X3,5,Household is deprived in 4 dimensions,0
N20001170,Botanic_Y2,1,Household is not deprived in any dimension,148
N20001170,Botanic_Y2,2,Household is deprived in 1 dimension,48
N20001170,Botanic_Y2,3,Household is deprived in 2 dimensions,11
N20001170,Botanic_Y2,4,Household is deprived in 3 dimensions,2
N20001170,Botanic_Y2,5,Household is deprived in 4 dimensions,0
N20001171,Botanic_X4,1,Household is not deprived in any dimension,80
N20001171,Botanic_X4,2,Household is deprived in 1 dimension,56
N20001171,Botanic_X4,3,Household is deprived in 2 dimensions,28
N20001171,Botanic_X4,4,Household is deprived in 3 dimensions,2
N20001171,Botanic_X4,5,Household is deprived in 4 dimensions,0
N20001172,Botanic_Y3,1,Household is not deprived in any dimension,192
N20001172,Botanic_Y3,2,Household is deprived in 1 dimension,59
N20001172,Botanic_Y3,3,Household is deprived in 2 dimensions,11
N20001172,Botanic_Y3,4,Household is deprived in 3 dimensions,1
N20001172,Botanic_Y3,5,Household is deprived in 4 dimensions,0
N20001173,Botanic_Y4,1,Household is not deprived in any dimension,116
N20001173,Botanic_Y4,2,Household is deprived in 1 dimension,44
N20001173,Botanic_Y4,3,Household is deprived in 2 dimensions,15
N20001173,Botanic_Y4,4,Household is deprived in 3 dimensions,2
N20001173,Botanic_Y4,5,Household is deprived in 4 dimensions,0
N20001174,Botanic_Y5,1,Household is not deprived in any dimension,143
N20001174,Botanic_Y5,2,Household is deprived in 1 dimension,64
N20001174,Botanic_Y5,3,Household is deprived in 2 dimensions,13
N20001174,Botanic_Y5,4,Household is deprived in 3 dimensions,3
N20001174,Botanic_Y5,5,Household is deprived in 4 dimensions,0
N20001175,Botanic_Z1,1,Household is not deprived in any dimension,106
N20001175,Botanic_Z1,2,Household is deprived in 1 dimension,32
N20001175,Botanic_Z1,3,Household is deprived in 2 dimensions,13
N20001175,Botanic_Z1,4,Household is deprived in 3 dimensions,2
N20001175,Botanic_Z1,5,Household is deprived in 4 dimensions,0
N20001176,Botanic_Z2,1,Household is not deprived in any dimension,106
N20001176,Botanic_Z2,2,Household is deprived in 1 dimension,44
N20001176,Botanic_Z2,3,Household is deprived in 2 dimensions,11
N20001176,Botanic_Z2,4,Household is deprived in 3 dimensions,3
N20001176,Botanic_Z2,5,Household is deprived in 4 dimensions,0
N20001177,Botanic_Z3,1,Household is not deprived in any dimension,114
N20001177,Botanic_Z3,2,Household is deprived in 1 dimension,54
N20001177,Botanic_Z3,3,Household is deprived in 2 dimensions,15
N20001177,Botanic_Z3,4,Household is deprived in 3 dimensions,2
N20001177,Botanic_Z3,5,Household is deprived in 4 dimensions,0
N20001178,Botanic_Z4,1,Household is not deprived in any dimension,117
N20001178,Botanic_Z4,2,Household is deprived in 1 dimension,70
N20001178,Botanic_Z4,3,Household is deprived in 2 dimensions,14
N20001178,Botanic_Z4,4,Household is deprived in 3 dimensions,1
N20001178,Botanic_Z4,5,Household is deprived in 4 dimensions,0
N20001179,Balmoral_A1,1,Household is not deprived in any dimension,97
N20001179,Balmoral_A1,2,Household is deprived in 1 dimension,42
N20001179,Balmoral_A1,3,Household is deprived in 2 dimensions,23
N20001179,Balmoral_A1,4,Household is deprived in 3 dimensions,3
N20001179,Balmoral_A1,5,Household is deprived in 4 dimensions,1
N20001180,Balmoral_A2,1,Household is not deprived in any dimension,67
N20001180,Balmoral_A2,2,Household is deprived in 1 dimension,31
N20001180,Balmoral_A2,3,Household is deprived in 2 dimensions,5
N20001180,Balmoral_A2,4,Household is deprived in 3 dimensions,1
N20001180,Balmoral_A2,5,Household is deprived in 4 dimensions,0
N20001181,Balmoral_A3,1,Household is not deprived in any dimension,81
N20001181,Balmoral_A3,2,Household is deprived in 1 dimension,49
N20001181,Balmoral_A3,3,Household is deprived in 2 dimensions,15
N20001181,Balmoral_A3,4,Household is deprived in 3 dimensions,1
N20001181,Balmoral_A3,5,Household is deprived in 4 dimensions,1
N20001182,Balmoral_A4,1,Household is not deprived in any dimension,123
N20001182,Balmoral_A4,2,Household is deprived in 1 dimension,42
N20001182,Balmoral_A4,3,Household is deprived in 2 dimensions,8
N20001182,Balmoral_A4,4,Household is deprived in 3 dimensions,0
N20001182,Balmoral_A4,5,Household is deprived in 4 dimensions,0
N20001183,Balmoral_A5,1,Household is not deprived in any dimension,107
N20001183,Balmoral_A5,2,Household is deprived in 1 dimension,55
N20001183,Balmoral_A5,3,Household is deprived in 2 dimensions,11
N20001183,Balmoral_A5,4,Household is deprived in 3 dimensions,3
N20001183,Balmoral_A5,5,Household is deprived in 4 dimensions,0
N20001184,Balmoral_B1,1,Household is not deprived in any dimension,206
N20001184,Balmoral_B1,2,Household is deprived in 1 dimension,90
N20001184,Balmoral_B1,3,Household is deprived in 2 dimensions,41
N20001184,Balmoral_B1,4,Household is deprived in 3 dimensions,8
N20001184,Balmoral_B1,5,Household is deprived in 4 dimensions,0
N20001185,Balmoral_A6,1,Household is not deprived in any dimension,129
N20001185,Balmoral_A6,2,Household is deprived in 1 dimension,47
N20001185,Balmoral_A6,3,Household is deprived in 2 dimensions,13
N20001185,Balmoral_A6,4,Household is deprived in 3 dimensions,2
N20001185,Balmoral_A6,5,Household is deprived in 4 dimensions,1
N20001186,Balmoral_B2,1,Household is not deprived in any dimension,149
N20001186,Balmoral_B2,2,Household is deprived in 1 dimension,90
N20001186,Balmoral_B2,3,Household is deprived in 2 dimensions,28
N20001186,Balmoral_B2,4,Household is deprived in 3 dimensions,3
N20001186,Balmoral_B2,5,Household is deprived in 4 dimensions,0
N20001187,Balmoral_F1,1,Household is not deprived in any dimension,67
N20001187,Balmoral_F1,2,Household is deprived in 1 dimension,44
N20001187,Balmoral_F1,3,Household is deprived in 2 dimensions,15
N20001187,Balmoral_F1,4,Household is deprived in 3 dimensions,8
N20001187,Balmoral_F1,5,Household is deprived in 4 dimensions,0
N20001188,Balmoral_F2,1,Household is not deprived in any dimension,96
N20001188,Balmoral_F2,2,Household is deprived in 1 dimension,42
N20001188,Balmoral_F2,3,Household is deprived in 2 dimensions,21
N20001188,Balmoral_F2,4,Household is deprived in 3 dimensions,3
N20001188,Balmoral_F2,5,Household is deprived in 4 dimensions,0
N20001189,Balmoral_E1,1,Household is not deprived in any dimension,114
N20001189,Balmoral_E1,2,Household is deprived in 1 dimension,50
N20001189,Balmoral_E1,3,Household is deprived in 2 dimensions,10
N20001189,Balmoral_E1,4,Household is deprived in 3 dimensions,3
N20001189,Balmoral_E1,5,Household is deprived in 4 dimensions,1
N20001190,Balmoral_D1,1,Household is not deprived in any dimension,82
N20001190,Balmoral_D1,2,Household is deprived in 1 dimension,68
N20001190,Balmoral_D1,3,Household is deprived in 2 dimensions,34
N20001190,Balmoral_D1,4,Household is deprived in 3 dimensions,7
N20001190,Balmoral_D1,5,Household is deprived in 4 dimensions,0
N20001191,Balmoral_C1,1,Household is not deprived in any dimension,111
N20001191,Balmoral_C1,2,Household is deprived in 1 dimension,42
N20001191,Balmoral_C1,3,Household is deprived in 2 dimensions,8
N20001191,Balmoral_C1,4,Household is deprived in 3 dimensions,1
N20001191,Balmoral_C1,5,Household is deprived in 4 dimensions,0
N20001192,Balmoral_D2,1,Household is not deprived in any dimension,71
N20001192,Balmoral_D2,2,Household is deprived in 1 dimension,73
N20001192,Balmoral_D2,3,Household is deprived in 2 dimensions,41
N20001192,Balmoral_D2,4,Household is deprived in 3 dimensions,10
N20001192,Balmoral_D2,5,Household is deprived in 4 dimensions,2
N20001193,Balmoral_E2,1,Household is not deprived in any dimension,95
N20001193,Balmoral_E2,2,Household is deprived in 1 dimension,36
N20001193,Balmoral_E2,3,Household is deprived in 2 dimensions,17
N20001193,Balmoral_E2,4,Household is deprived in 3 dimensions,1
N20001193,Balmoral_E2,5,Household is deprived in 4 dimensions,0
N20001194,Balmoral_C2,1,Household is not deprived in any dimension,72
N20001194,Balmoral_C2,2,Household is deprived in 1 dimension,38
N20001194,Balmoral_C2,3,Household is deprived in 2 dimensions,26
N20001194,Balmoral_C2,4,Household is deprived in 3 dimensions,14
N20001194,Balmoral_C2,5,Household is deprived in 4 dimensions,0
N20001195,Balmoral_D3,1,Household is not deprived in any dimension,159
N20001195,Balmoral_D3,2,Household is deprived in 1 dimension,87
N20001195,Balmoral_D3,3,Household is deprived in 2 dimensions,26
N20001195,Balmoral_D3,4,Household is deprived in 3 dimensions,6
N20001195,Balmoral_D3,5,Household is deprived in 4 dimensions,0
N20001196,Balmoral_E3,1,Household is not deprived in any dimension,102
N20001196,Balmoral_E3,2,Household is deprived in 1 dimension,48
N20001196,Balmoral_E3,3,Household is deprived in 2 dimensions,6
N20001196,Balmoral_E3,4,Household is deprived in 3 dimensions,1
N20001196,Balmoral_E3,5,Household is deprived in 4 dimensions,0
N20001197,Balmoral_D4,1,Household is not deprived in any dimension,92
N20001197,Balmoral_D4,2,Household is deprived in 1 dimension,55
N20001197,Balmoral_D4,3,Household is deprived in 2 dimensions,26
N20001197,Balmoral_D4,4,Household is deprived in 3 dimensions,3
N20001197,Balmoral_D4,5,Household is deprived in 4 dimensions,0
N20001198,Balmoral_E4,1,Household is not deprived in any dimension,114
N20001198,Balmoral_E4,2,Household is deprived in 1 dimension,60
N20001198,Balmoral_E4,3,Household is deprived in 2 dimensions,11
N20001198,Balmoral_E4,4,Household is deprived in 3 dimensions,0
N20001198,Balmoral_E4,5,Household is deprived in 4 dimensions,0
N20001199,Balmoral_E5,1,Household is not deprived in any dimension,146
N20001199,Balmoral_E5,2,Household is deprived in 1 dimension,66
N20001199,Balmoral_E5,3,Household is deprived in 2 dimensions,18
N20001199,Balmoral_E5,4,Household is deprived in 3 dimensions,0
N20001199,Balmoral_E5,5,Household is deprived in 4 dimensions,0
N20001200,Balmoral_F3,1,Household is not deprived in any dimension,96
N20001200,Balmoral_F3,2,Household is deprived in 1 dimension,54
N20001200,Balmoral_F3,3,Household is deprived in 2 dimensions,21
N20001200,Balmoral_F3,4,Household is deprived in 3 dimensions,0
N20001200,Balmoral_F3,5,Household is deprived in 4 dimensions,1
N20001201,Balmoral_C3,1,Household is not deprived in any dimension,120
N20001201,Balmoral_C3,2,Household is deprived in 1 dimension,49
N20001201,Balmoral_C3,3,Household is deprived in 2 dimensions,17
N20001201,Balmoral_C3,4,Household is deprived in 3 dimensions,5
N20001201,Balmoral_C3,5,Household is deprived in 4 dimensions,0
N20001202,Balmoral_H1,1,Household is not deprived in any dimension,80
N20001202,Balmoral_H1,2,Household is deprived in 1 dimension,55
N20001202,Balmoral_H1,3,Household is deprived in 2 dimensions,28
N20001202,Balmoral_H1,4,Household is deprived in 3 dimensions,8
N20001202,Balmoral_H1,5,Household is deprived in 4 dimensions,2
N20001203,Balmoral_G1,1,Household is not deprived in any dimension,70
N20001203,Balmoral_G1,2,Household is deprived in 1 dimension,52
N20001203,Balmoral_G1,3,Household is deprived in 2 dimensions,36
N20001203,Balmoral_G1,4,Household is deprived in 3 dimensions,12
N20001203,Balmoral_G1,5,Household is deprived in 4 dimensions,2
N20001204,Balmoral_H2,1,Household is not deprived in any dimension,93
N20001204,Balmoral_H2,2,Household is deprived in 1 dimension,59
N20001204,Balmoral_H2,3,Household is deprived in 2 dimensions,20
N20001204,Balmoral_H2,4,Household is deprived in 3 dimensions,4
N20001204,Balmoral_H2,5,Household is deprived in 4 dimensions,0
N20001205,Balmoral_G2,1,Household is not deprived in any dimension,63
N20001205,Balmoral_G2,2,Household is deprived in 1 dimension,40
N20001205,Balmoral_G2,3,Household is deprived in 2 dimensions,39
N20001205,Balmoral_G2,4,Household is deprived in 3 dimensions,26
N20001205,Balmoral_G2,5,Household is deprived in 4 dimensions,10
N20001206,Balmoral_G3,1,Household is not deprived in any dimension,22
N20001206,Balmoral_G3,2,Household is deprived in 1 dimension,34
N20001206,Balmoral_G3,3,Household is deprived in 2 dimensions,39
N20001206,Balmoral_G3,4,Household is deprived in 3 dimensions,9
N20001206,Balmoral_G3,5,Household is deprived in 4 dimensions,2
N20001207,Balmoral_C4,1,Household is not deprived in any dimension,23
N20001207,Balmoral_C4,2,Household is deprived in 1 dimension,45
N20001207,Balmoral_C4,3,Household is deprived in 2 dimensions,49
N20001207,Balmoral_C4,4,Household is deprived in 3 dimensions,36
N20001207,Balmoral_C4,5,Household is deprived in 4 dimensions,7
N20001208,Balmoral_J1,1,Household is not deprived in any dimension,44
N20001208,Balmoral_J1,2,Household is deprived in 1 dimension,60
N20001208,Balmoral_J1,3,Household is deprived in 2 dimensions,72
N20001208,Balmoral_J1,4,Household is deprived in 3 dimensions,49
N20001208,Balmoral_J1,5,Household is deprived in 4 dimensions,14
N20001209,Balmoral_H3,1,Household is not deprived in any dimension,61
N20001209,Balmoral_H3,2,Household is deprived in 1 dimension,58
N20001209,Balmoral_H3,3,Household is deprived in 2 dimensions,28
N20001209,Balmoral_H3,4,Household is deprived in 3 dimensions,15
N20001209,Balmoral_H3,5,Household is deprived in 4 dimensions,3
N20001210,Balmoral_G4,1,Household is not deprived in any dimension,81
N20001210,Balmoral_G4,2,Household is deprived in 1 dimension,54
N20001210,Balmoral_G4,3,Household is deprived in 2 dimensions,43
N20001210,Balmoral_G4,4,Household is deprived in 3 dimensions,18
N20001210,Balmoral_G4,5,Household is deprived in 4 dimensions,1
N20001211,Balmoral_J2,1,Household is not deprived in any dimension,70
N20001211,Balmoral_J2,2,Household is deprived in 1 dimension,74
N20001211,Balmoral_J2,3,Household is deprived in 2 dimensions,49
N20001211,Balmoral_J2,4,Household is deprived in 3 dimensions,25
N20001211,Balmoral_J2,5,Household is deprived in 4 dimensions,5
N20001212,Balmoral_H4,1,Household is not deprived in any dimension,53
N20001212,Balmoral_H4,2,Household is deprived in 1 dimension,42
N20001212,Balmoral_H4,3,Household is deprived in 2 dimensions,10
N20001212,Balmoral_H4,4,Household is deprived in 3 dimensions,1
N20001212,Balmoral_H4,5,Household is deprived in 4 dimensions,0
N20001213,Balmoral_G5,1,Household is not deprived in any dimension,59
N20001213,Balmoral_G5,2,Household is deprived in 1 dimension,46
N20001213,Balmoral_G5,3,Household is deprived in 2 dimensions,29
N20001213,Balmoral_G5,4,Household is deprived in 3 dimensions,22
N20001213,Balmoral_G5,5,Household is deprived in 4 dimensions,0
N20001214,Balmoral_J3,1,Household is not deprived in any dimension,98
N20001214,Balmoral_J3,2,Household is deprived in 1 dimension,53
N20001214,Balmoral_J3,3,Household is deprived in 2 dimensions,41
N20001214,Balmoral_J3,4,Household is deprived in 3 dimensions,25
N20001214,Balmoral_J3,5,Household is deprived in 4 dimensions,5
N20001215,Balmoral_N1,1,Household is not deprived in any dimension,111
N20001215,Balmoral_N1,2,Household is deprived in 1 dimension,110
N20001215,Balmoral_N1,3,Household is deprived in 2 dimensions,58
N20001215,Balmoral_N1,4,Household is deprived in 3 dimensions,9
N20001215,Balmoral_N1,5,Household is deprived in 4 dimensions,1
N20001216,Balmoral_J4,1,Household is not deprived in any dimension,65
N20001216,Balmoral_J4,2,Household is deprived in 1 dimension,34
N20001216,Balmoral_J4,3,Household is deprived in 2 dimensions,20
N20001216,Balmoral_J4,4,Household is deprived in 3 dimensions,6
N20001216,Balmoral_J4,5,Household is deprived in 4 dimensions,4
N20001217,Balmoral_F4,1,Household is not deprived in any dimension,117
N20001217,Balmoral_F4,2,Household is deprived in 1 dimension,77
N20001217,Balmoral_F4,3,Household is deprived in 2 dimensions,43
N20001217,Balmoral_F4,4,Household is deprived in 3 dimensions,15
N20001217,Balmoral_F4,5,Household is deprived in 4 dimensions,7
N20001218,Balmoral_L1,1,Household is not deprived in any dimension,90
N20001218,Balmoral_L1,2,Household is deprived in 1 dimension,48
N20001218,Balmoral_L1,3,Household is deprived in 2 dimensions,10
N20001218,Balmoral_L1,4,Household is deprived in 3 dimensions,2
N20001218,Balmoral_L1,5,Household is deprived in 4 dimensions,0
N20001219,Balmoral_J5,1,Household is not deprived in any dimension,86
N20001219,Balmoral_J5,2,Household is deprived in 1 dimension,61
N20001219,Balmoral_J5,3,Household is deprived in 2 dimensions,21
N20001219,Balmoral_J5,4,Household is deprived in 3 dimensions,4
N20001219,Balmoral_J5,5,Household is deprived in 4 dimensions,1
N20001220,Balmoral_N2,1,Household is not deprived in any dimension,92
N20001220,Balmoral_N2,2,Household is deprived in 1 dimension,82
N20001220,Balmoral_N2,3,Household is deprived in 2 dimensions,42
N20001220,Balmoral_N2,4,Household is deprived in 3 dimensions,12
N20001220,Balmoral_N2,5,Household is deprived in 4 dimensions,0
N20001221,Balmoral_N3,1,Household is not deprived in any dimension,112
N20001221,Balmoral_N3,2,Household is deprived in 1 dimension,55
N20001221,Balmoral_N3,3,Household is deprived in 2 dimensions,22
N20001221,Balmoral_N3,4,Household is deprived in 3 dimensions,2
N20001221,Balmoral_N3,5,Household is deprived in 4 dimensions,0
N20001222,Balmoral_K1,1,Household is not deprived in any dimension,42
N20001222,Balmoral_K1,2,Household is deprived in 1 dimension,62
N20001222,Balmoral_K1,3,Household is deprived in 2 dimensions,41
N20001222,Balmoral_K1,4,Household is deprived in 3 dimensions,25
N20001222,Balmoral_K1,5,Household is deprived in 4 dimensions,8
N20001223,Balmoral_K2,1,Household is not deprived in any dimension,90
N20001223,Balmoral_K2,2,Household is deprived in 1 dimension,107
N20001223,Balmoral_K2,3,Household is deprived in 2 dimensions,77
N20001223,Balmoral_K2,4,Household is deprived in 3 dimensions,23
N20001223,Balmoral_K2,5,Household is deprived in 4 dimensions,5
N20001224,Balmoral_F5,1,Household is not deprived in any dimension,55
N20001224,Balmoral_F5,2,Household is deprived in 1 dimension,64
N20001224,Balmoral_F5,3,Household is deprived in 2 dimensions,62
N20001224,Balmoral_F5,4,Household is deprived in 3 dimensions,28
N20001224,Balmoral_F5,5,Household is deprived in 4 dimensions,10
N20001225,Balmoral_K3,1,Household is not deprived in any dimension,41
N20001225,Balmoral_K3,2,Household is deprived in 1 dimension,41
N20001225,Balmoral_K3,3,Household is deprived in 2 dimensions,19
N20001225,Balmoral_K3,4,Household is deprived in 3 dimensions,6
N20001225,Balmoral_K3,5,Household is deprived in 4 dimensions,0
N20001226,Balmoral_L2,1,Household is not deprived in any dimension,93
N20001226,Balmoral_L2,2,Household is deprived in 1 dimension,65
N20001226,Balmoral_L2,3,Household is deprived in 2 dimensions,23
N20001226,Balmoral_L2,4,Household is deprived in 3 dimensions,1
N20001226,Balmoral_L2,5,Household is deprived in 4 dimensions,0
N20001227,Balmoral_K4,1,Household is not deprived in any dimension,53
N20001227,Balmoral_K4,2,Household is deprived in 1 dimension,68
N20001227,Balmoral_K4,3,Household is deprived in 2 dimensions,41
N20001227,Balmoral_K4,4,Household is deprived in 3 dimensions,23
N20001227,Balmoral_K4,5,Household is deprived in 4 dimensions,2
N20001228,Balmoral_P1,1,Household is not deprived in any dimension,35
N20001228,Balmoral_P1,2,Household is deprived in 1 dimension,56
N20001228,Balmoral_P1,3,Household is deprived in 2 dimensions,60
N20001228,Balmoral_P1,4,Household is deprived in 3 dimensions,44
N20001228,Balmoral_P1,5,Household is deprived in 4 dimensions,6
N20001229,Balmoral_P2,1,Household is not deprived in any dimension,59
N20001229,Balmoral_P2,2,Household is deprived in 1 dimension,57
N20001229,Balmoral_P2,3,Household is deprived in 2 dimensions,62
N20001229,Balmoral_P2,4,Household is deprived in 3 dimensions,20
N20001229,Balmoral_P2,5,Household is deprived in 4 dimensions,14
N20001230,Balmoral_L3,1,Household is not deprived in any dimension,145
N20001230,Balmoral_L3,2,Household is deprived in 1 dimension,72
N20001230,Balmoral_L3,3,Household is deprived in 2 dimensions,16
N20001230,Balmoral_L3,4,Household is deprived in 3 dimensions,1
N20001230,Balmoral_L3,5,Household is deprived in 4 dimensions,0
N20001231,Balmoral_L4,1,Household is not deprived in any dimension,136
N20001231,Balmoral_L4,2,Household is deprived in 1 dimension,66
N20001231,Balmoral_L4,3,Household is deprived in 2 dimensions,15
N20001231,Balmoral_L4,4,Household is deprived in 3 dimensions,1
N20001231,Balmoral_L4,5,Household is deprived in 4 dimensions,0
N20001232,Balmoral_P3,1,Household is not deprived in any dimension,110
N20001232,Balmoral_P3,2,Household is deprived in 1 dimension,74
N20001232,Balmoral_P3,3,Household is deprived in 2 dimensions,47
N20001232,Balmoral_P3,4,Household is deprived in 3 dimensions,23
N20001232,Balmoral_P3,5,Household is deprived in 4 dimensions,2
N20001233,Balmoral_N4,1,Household is not deprived in any dimension,98
N20001233,Balmoral_N4,2,Household is deprived in 1 dimension,63
N20001233,Balmoral_N4,3,Household is deprived in 2 dimensions,26
N20001233,Balmoral_N4,4,Household is deprived in 3 dimensions,1
N20001233,Balmoral_N4,5,Household is deprived in 4 dimensions,0
N20001234,Balmoral_P4,1,Household is not deprived in any dimension,122
N20001234,Balmoral_P4,2,Household is deprived in 1 dimension,63
N20001234,Balmoral_P4,3,Household is deprived in 2 dimensions,16
N20001234,Balmoral_P4,4,Household is deprived in 3 dimensions,2
N20001234,Balmoral_P4,5,Household is deprived in 4 dimensions,0
N20001235,Collin_A1,1,Household is not deprived in any dimension,17
N20001235,Collin_A1,2,Household is deprived in 1 dimension,37
N20001235,Collin_A1,3,Household is deprived in 2 dimensions,50
N20001235,Collin_A1,4,Household is deprived in 3 dimensions,46
N20001235,Collin_A1,5,Household is deprived in 4 dimensions,8
N20001236,Collin_A2,1,Household is not deprived in any dimension,110
N20001236,Collin_A2,2,Household is deprived in 1 dimension,98
N20001236,Collin_A2,3,Household is deprived in 2 dimensions,43
N20001236,Collin_A2,4,Household is deprived in 3 dimensions,17
N20001236,Collin_A2,5,Household is deprived in 4 dimensions,0
N20001237,Collin_D1,1,Household is not deprived in any dimension,63
N20001237,Collin_D1,2,Household is deprived in 1 dimension,61
N20001237,Collin_D1,3,Household is deprived in 2 dimensions,41
N20001237,Collin_D1,4,Household is deprived in 3 dimensions,12
N20001237,Collin_D1,5,Household is deprived in 4 dimensions,0
N20001238,Collin_A3,1,Household is not deprived in any dimension,37
N20001238,Collin_A3,2,Household is deprived in 1 dimension,51
N20001238,Collin_A3,3,Household is deprived in 2 dimensions,35
N20001238,Collin_A3,4,Household is deprived in 3 dimensions,5
N20001238,Collin_A3,5,Household is deprived in 4 dimensions,0
N20001239,Collin_B1,1,Household is not deprived in any dimension,47
N20001239,Collin_B1,2,Household is deprived in 1 dimension,62
N20001239,Collin_B1,3,Household is deprived in 2 dimensions,71
N20001239,Collin_B1,4,Household is deprived in 3 dimensions,36
N20001239,Collin_B1,5,Household is deprived in 4 dimensions,4
N20001240,Collin_C1,1,Household is not deprived in any dimension,54
N20001240,Collin_C1,2,Household is deprived in 1 dimension,62
N20001240,Collin_C1,3,Household is deprived in 2 dimensions,60
N20001240,Collin_C1,4,Household is deprived in 3 dimensions,45
N20001240,Collin_C1,5,Household is deprived in 4 dimensions,6
N20001241,Collin_E1,1,Household is not deprived in any dimension,43
N20001241,Collin_E1,2,Household is deprived in 1 dimension,78
N20001241,Collin_E1,3,Household is deprived in 2 dimensions,72
N20001241,Collin_E1,4,Household is deprived in 3 dimensions,32
N20001241,Collin_E1,5,Household is deprived in 4 dimensions,4
N20001242,Collin_C2,1,Household is not deprived in any dimension,49
N20001242,Collin_C2,2,Household is deprived in 1 dimension,93
N20001242,Collin_C2,3,Household is deprived in 2 dimensions,92
N20001242,Collin_C2,4,Household is deprived in 3 dimensions,59
N20001242,Collin_C2,5,Household is deprived in 4 dimensions,20
N20001243,Collin_E2,1,Household is not deprived in any dimension,59
N20001243,Collin_E2,2,Household is deprived in 1 dimension,79
N20001243,Collin_E2,3,Household is deprived in 2 dimensions,72
N20001243,Collin_E2,4,Household is deprived in 3 dimensions,56
N20001243,Collin_E2,5,Household is deprived in 4 dimensions,7
N20001244,Collin_D2,1,Household is not deprived in any dimension,108
N20001244,Collin_D2,2,Household is deprived in 1 dimension,125
N20001244,Collin_D2,3,Household is deprived in 2 dimensions,74
N20001244,Collin_D2,4,Household is deprived in 3 dimensions,19
N20001244,Collin_D2,5,Household is deprived in 4 dimensions,2
N20001245,Collin_A4,1,Household is not deprived in any dimension,55
N20001245,Collin_A4,2,Household is deprived in 1 dimension,70
N20001245,Collin_A4,3,Household is deprived in 2 dimensions,39
N20001245,Collin_A4,4,Household is deprived in 3 dimensions,13
N20001245,Collin_A4,5,Household is deprived in 4 dimensions,0
N20001246,Collin_F1,1,Household is not deprived in any dimension,101
N20001246,Collin_F1,2,Household is deprived in 1 dimension,117
N20001246,Collin_F1,3,Household is deprived in 2 dimensions,61
N20001246,Collin_F1,4,Household is deprived in 3 dimensions,11
N20001246,Collin_F1,5,Household is deprived in 4 dimensions,0
N20001247,Collin_D3,1,Household is not deprived in any dimension,62
N20001247,Collin_D3,2,Household is deprived in 1 dimension,69
N20001247,Collin_D3,3,Household is deprived in 2 dimensions,45
N20001247,Collin_D3,4,Household is deprived in 3 dimensions,28
N20001247,Collin_D3,5,Household is deprived in 4 dimensions,3
N20001248,Collin_E3,1,Household is not deprived in any dimension,25
N20001248,Collin_E3,2,Household is deprived in 1 dimension,60
N20001248,Collin_E3,3,Household is deprived in 2 dimensions,67
N20001248,Collin_E3,4,Household is deprived in 3 dimensions,43
N20001248,Collin_E3,5,Household is deprived in 4 dimensions,4
N20001249,Collin_C3,1,Household is not deprived in any dimension,56
N20001249,Collin_C3,2,Household is deprived in 1 dimension,99
N20001249,Collin_C3,3,Household is deprived in 2 dimensions,88
N20001249,Collin_C3,4,Household is deprived in 3 dimensions,45
N20001249,Collin_C3,5,Household is deprived in 4 dimensions,13
N20001250,Collin_F2,1,Household is not deprived in any dimension,62
